PC1,PC2,PC3,PC4,PC5,PC6,orig_Max Fecal Coliform,orig_Min Temperature,orig_Max BOD,orig_Max Temperature,orig_Max Conductivity,orig_Temperature_Range,orig_Min Fecal Coliform,orig_Max Total Coliform,orig_Min BOD,orig_Min Dissolved Oxygen,orig_Min Nitrate N + Nitrite N,orig_Min pH,orig_Max Nitrate N + Nitrite N,STN_Code,Water_Body_Type,Cluster_GMM,Cluster_0_Prob,Cluster_1_Prob,Cluster_2_Prob,Cluster_3_Prob,Cluster_4_Prob,Cluster_5_Prob,Cluster_6_Prob,Cluster_7_Prob,Cluster_8_Prob,Cluster_9_Prob,Cluster_10_Prob,Cluster_11_Prob,Cluster_12_Prob,Cluster_13_Prob
1.0938270633189764,2.1221073970078885,0.6483201274009022,-1.3805627076287863,2.8168503872381647,0.862641541174229,10678.0,16.0,5.5,26.0,3294.5,10.0,766.0,31301.25,4.5,7.6,0.51,7.7,2.61,1364.0,LAKE,9,0.0,0.0,3.789149682512062e-196,1.5616418530860693e-80,5.34918973951482e-292,4.174679808069221e-119,1.0381843734733392e-24,4.0835286043313936e-21,0.014320030588376245,0.9856799688439055,1.5945818167594455e-52,0.0,0.0,5.677186991803371e-10
-0.1805708331464627,1.0194596998660768,-0.5382083879540112,-0.2202190147699727,2.3803425744395605,1.2220529452191695,4300.0,22.0,5.2,27.0,511.0,5.0,766.0,7900.0,4.0,5.6,0.84,8.0,0.92,2499.0,LAKE,9,4.148275127332187e-295,0.0,1.7053577227317975e-125,1.1124680841372878e-21,1.6103036279272316e-94,2.3757191025488288e-36,1.7449040016540428e-10,2.0742291752730213e-07,0.1159949702791602,0.8840048221173716,2.9610285155164154e-12,0.0,0.0,3.099184931712958e-12
-0.8013014545647746,-0.9423161193774872,2.8045027197449084,-0.8744655709641228,1.269006943599504,-1.3570989488738503,356.0,13.0,18.0,32.0,650.0,19.0,45.0,1500.0,7.0,3.0,0.51,7.4,2.61,2501.0,POND,12,2.137474206467186e-17,3.725255557994901e-16,0.0,1.2106124369680193e-91,1.3601086497239476e-11,6.044125941690733e-06,0.010262587404570676,5.6473434765913e-64,0.003167347877526551,2.075144176771346e-06,1.669859572094317e-48,1.1806429722817793e-24,0.9865619454341833,6.794267944371055e-51
-0.5763809101304351,-0.8862424700721758,2.478993745080101,-0.8467544856185988,0.2301728544814025,-1.7645896502879217,356.0,13.0,18.0,31.0,1290.0,18.0,45.0,1500.0,4.5,0.9,0.51,7.0,2.61,2500.0,POND,12,2.3220916664745206e-09,4.0773227546022425e-13,0.0,6.84129451559213e-95,3.096630987172046e-07,0.0003228417597424636,0.014625807060761088,2.0742354473112584e-56,0.005910037567200787,2.2638417048751113e-05,7.339671201020968e-43,1.3570067507480346e-14,0.9791183632096347,2.540108091454525e-48
-3.359429209747537,0.6824160378555341,-0.7106639645064665,-2.8102002168410856,0.69519092384498,-0.2823595237018894,120.0,10.0,1.8,20.0,240.0,11.0,63.0,220.0,1.2,8.4,0.32,7.3,0.4,3437.0,LAKE,6,2.4422252908198564e-26,1.1082189083058501e-08,0.0,1.6151468645175876e-31,1.6724792405081568e-06,2.1937666756145838e-11,0.9996467715063826,8.923068459533797e-37,3.7540070457557244e-10,2.5475645500527673e-05,2.644137075750865e-11,0.00032606886290772926,0.0,7.996721228610298e-61
-3.3127529523217185,0.7764150903239379,-0.95738084634134,-3.072822149008413,0.6196512174088031,-0.3750695465831775,130.0,10.0,2.2,18.5,460.0,11.0,94.0,280.0,1.0,8.8,0.32,7.2,0.4,1362.0,LAKE,6,3.548031164415234e-29,1.3805360331667648e-10,0.0,6.044261580906593e-36,6.979995047932114e-07,9.11973927599069e-12,0.9999757942512311,5.15714422931467e-38,5.244012565630702e-11,1.4246470391522228e-05,3.4371904884015547e-12,9.261075822392325e-06,0.0,2.5381722605491138e-61
-1.9618730166825136,1.9540589417398937,1.392122340232878,0.3553991575876799,0.1940083389379318,0.8408025366137637,2600.0,18.0,1.7,33.0,185.0,15.0,766.0,3300.0,1.2,7.7,0.3,7.1,0.63,2539.0,LAKE,9,1.1185974897634724e-226,6.712614997449577e-268,0.0,3.059488145845466e-36,1.9491128538918245e-55,2.3121280608305765e-28,9.325496995907376e-08,2.3557854185431638e-20,0.007029359129913351,0.9929326444872922,3.79031278209488e-05,4.9310168076408224e-253,0.0,3.8805006652324116e-15
0.9555830762996588,2.5111501503251348,2.033081667824512,0.7484695072169744,2.2600307458726396,1.0581788308418234,10678.0,21.0,14.8,34.0,710.0,13.0,766.0,31301.25,3.0,3.0,0.3,8.0,0.93,2505.0,LAKE,9,0.0,0.0,0.0,1.017089940628596e-89,1.62440025e-316,4.955119861256752e-136,4.855842700683154e-30,7.799805252454756e-24,0.06983077836738426,0.9301652392912418,5.129054430314205e-56,0.0,0.0,3.98234137346148e-06
1.7103260600873629,2.4647454179332753,1.9749855320795031,0.4838853989960928,2.1292051577054125,0.340093874585733,10678.0,21.0,35.8,33.0,734.0,12.0,766.0,31301.25,2.6,3.3,0.3,7.8,1.5,2503.0,LAKE,9,0.0,0.0,0.0,1.053224774575917e-101,0.0,1.3764847105301346e-147,2.3454487459622547e-31,6.370401167955029e-24,0.41717839077962804,0.5826628017115526,2.4549689884791935e-72,0.0,0.0,0.0001588075088194118
-3.0390842423016595,0.9824770658074564,-0.497443281433637,-3.2029251673319363,-0.3080692573256223,-0.8799895037141883,1400.0,10.0,1.8,18.5,91.0,14.0,2.0,3300.0,1.0,6.6,0.3,6.8,0.3,4729.0,LAKE,6,3.012072250069859e-32,1.380677523687118e-12,0.0,3.2122166570182585e-36,5.8676476743682965e-08,8.250972894819738e-12,0.9999815372598505,9.885886886001615e-46,3.152597837487996e-11,1.8403940300552736e-05,1.684296122500757e-12,8.053008057390555e-11,0.0,5.837262357352982e-60
-0.4382013894925258,3.7317474340327377,1.0766918531005485,-0.945022819636635,0.0637566025815358,1.08113841822141,10678.0,16.0,2.8,29.0,61.0,13.0,766.0,30000.0,1.2,6.6,0.3,6.9,1.51,2519.0,LAKE,9,0.0,0.0,0.0,6.627688621193756e-129,5.823483022470032e-268,2.528837375869778e-133,2.390758723284016e-29,1.149082369380526e-20,0.001240528663429076,0.9987593858650758,1.8434394214458956e-36,0.0,0.0,8.547149558023584e-08
-0.2370328322183419,3.157703151539535,1.5079538444841538,-0.2169441396404261,-0.6401213245466438,1.083212088887448,7000.0,18.0,2.8,32.0,140.0,14.0,766.0,31301.25,1.0,5.8,0.3,6.7,4.52,4720.0,LAKE,9,0.0,0.0,0.0,2.9168453722210938e-87,2.352562565989715e-220,3.464635247477275e-109,6.855419835000782e-24,3.800559686342527e-19,0.022425916174237684,0.977461961172878,5.583388220736347e-28,0.0,0.0,0.00011212265288375586
1.1597190086867837,2.7881515746726233,1.6723740046567372,0.4934283243035556,1.367898181401034,0.5796397477410661,10678.0,21.0,15.3,33.0,734.0,12.0,766.0,31301.25,3.4,3.7,0.3,7.4,0.6,2504.0,LAKE,9,0.0,0.0,0.0,1.824485747132681e-91,3.33545363e-316,5.974683516824587e-141,1.3365830371766378e-30,2.164754127010969e-19,0.0989563186231928,0.899614397346211,2.4800362691351903e-52,0.0,0.0,0.0014292840305957916
-0.8466576737492425,2.783176379420803,1.0587613363598625,-3.0262337503214813,-0.5550870003138209,0.0008647397449866,7000.0,10.0,4.7,23.0,160.0,16.0,766.0,17000.0,1.8,6.0,0.3,6.5,5.56,2520.0,LAKE,9,0.0,0.0,0.0,5.926071211070129e-74,3.521025406786797e-149,4.429025750039868e-73,1.9494264479809855e-12,1.0174531518182339e-45,2.3593534846007024e-05,0.9999764064632045,2.897925278639318e-20,0.0,0.0,2.7212035239822975e-21
-1.7242835691367109,0.6749311751555518,0.7851452056505043,0.8668770455865588,0.3671358983282629,0.292852992848142,790.0,21.0,4.3,33.0,334.0,12.0,330.0,2300.0,2.7,6.9,0.3,7.2,0.98,1765.0,LAKE,10,3.120690029401697e-58,5.812620420279155e-51,0.0,0.0002924717290512775,9.858415198867924e-12,1.9426411242518724e-06,0.0008710868857976255,1.151480524467715e-12,0.0007766355358756802,0.07541574452380295,0.9226421186733383,4.645177964399312e-54,3.809662460219047e-89,1.5220287776197515e-25
-1.2441075276521056,2.2981152495850967,1.9348454462686795,0.9323921087996164,0.3043802879439065,1.0362199183477427,4700.0,20.0,4.3,36.0,326.0,16.0,766.0,11000.0,2.8,9.0,0.3,7.0,1.06,2544.0,LAKE,9,0.0,0.0,0.0,6.404529521225922e-52,1.965003668266575e-110,1.5087865224008643e-54,2.62881328328922e-14,7.301192433235742e-23,0.007326600370630039,0.9926733943630484,6.762051191083551e-13,0.0,0.0,5.265618865536874e-09
-3.331515748710579,0.7781025751131563,-0.2825829093086898,-3.248434582554371,-0.1885364759041841,-0.7525582293469257,230.0,10.0,1.8,18.5,50.0,16.0,2.0,1600.0,1.0,7.2,0.3,6.9,1.13,2522.0,LAKE,6,6.024621876301314e-24,1.182230966318478e-09,0.0,4.730592045469115e-35,9.653316139474394e-09,2.7801938099675637e-13,0.9999240105478401,2.8558372624578762e-49,4.836898352399936e-11,1.3310476403602002e-05,7.056181582651685e-14,6.266809149187255e-05,0.0,1.1880698031831726e-65
-0.9544352484294004,1.3293985440665823,0.5067647043315786,0.7520381977625821,0.6804353847338861,0.5294057576572991,2300.0,22.0,4.5,32.0,426.0,10.0,700.0,3500.0,3.0,6.7,0.3,7.2,1.36,5163.0,LAKE,9,6.02479058558555e-185,1.1701306932050397e-226,0.0,1.6884708884240495e-13,1.7049880750616995e-52,1.4722202493319823e-23,2.0268061142893196e-07,1.2118921064254246e-08,0.01326583775128151,0.9866100133059323,0.0001239341428992567,7.106112694232642e-231,0.0,1.85270793258701e-13
-2.893037008126603,1.41510370408055,1.2214622641057489,-2.0439566064376957,-0.1930913994667994,-0.0695408787396786,3300.0,10.0,1.2,26.0,38.0,18.0,70.0,11000.0,1.0,7.0,0.3,7.0,1.17,2521.0,LAKE,6,6.17803964558716e-92,7.621663482508426e-77,0.0,2.211562921912042e-29,2.7616978665243586e-16,1.2681512458186116e-12,0.9884084399824463,7.15260051840735e-46,9.504768550614626e-06,0.011532808692228233,4.9246555505736085e-05,1.948876763579125e-72,1.3507168382471543e-268,2.971523308898706e-41
-2.4285698301199994,1.8043130717217448,0.9182441715285288,-2.7083007316925563,-1.3272781078103006,-0.80578387930452,5000.0,10.0,2.6,23.0,95.0,19.0,60.0,11000.0,1.0,6.3,0.3,6.3,1.19,4725.0,LAKE,6,7.591100845630242e-115,3.9356622431597467e-97,0.0,7.086953732214801e-38,8.95287294171354e-23,3.199068176603816e-16,0.9482674395367645,3.017079212243241e-50,1.6360676821214533e-06,0.051730391353618024,5.330419355451939e-07,5.067149448031053e-105,0.0,4.884651005417793e-40
-0.013479503382481,-1.3299699147848298,-1.751832761049678,1.152670265881484,0.0664214593456462,0.1551546478188914,2.0,27.0,2.3,28.0,3294.5,1.0,2.0,1600.0,1.0,5.1,0.65,7.1,6.9,1790.0,LAKE,4,0.1686363260562587,1.5782486794535234e-16,1.1881879109721386e-177,1.1701569097588822e-50,0.8135328161859293,0.01155773523168769,9.728741451888709e-15,2.9607379383980827e-14,0.0005982887093744596,0.00035351545482162924,1.910612860541324e-10,0.005321318170827757,0.0,4.191973474752437e-40
-1.0497459787690124,-0.5233265365951519,-1.2989390196894033,0.3654200256243621,-0.655521072928826,0.5947726153797435,29.0,24.0,2.3,28.0,1034.0,4.0,11.0,2400.0,1.3,5.9,1.16,6.9,3.36,2353.0,LAKE,11,8.585461109945043e-05,0.07094311716195519,5.381014373576129e-168,1.2950651988132611e-22,0.06502226451102984,0.23235259126874483,3.210803896753326e-11,2.2838719068771355e-14,0.003136434638542851,0.00016143013502905373,4.153558483421274e-05,0.6282567720566332,0.0,1.8755624686966182e-34
-0.2467165065801143,1.3034911537222489,-0.4391857801687866,-0.3215877276695008,-2.2086918446403043,-1.762917669294218,2000.0,20.0,16.2,27.0,128.0,7.0,300.0,6400.0,1.0,2.2,0.1,5.800000000000001,1.7,2205.0,LAKE,9,9.9206573483597e-79,8.383824408205999e-63,8.279542445218233e-188,2.3156569432454325e-26,8.902129764722526e-22,1.7178060820636323e-13,0.0011189112819058554,5.78976930035692e-09,0.0010755411680752665,0.9978049724563435,5.693037335557203e-07,9.67322049277993e-98,2.362074148984898e-243,8.814839335049716e-21
-1.6632478561310855,1.149809234011323,1.3239212238290166,1.5830583610978626,-1.2188176781350264,-0.0254784278090189,1200.0,22.0,2.8,36.0,153.0,14.0,300.0,5300.0,0.9,5.1,0.1,6.6,1.4,2206.0,LAKE,10,3.91819945347181e-65,1.796665754093231e-53,0.0,2.0748433696115978e-13,2.583036412925499e-14,6.979811261479231e-11,2.429131845590731e-06,3.860131978462427e-14,0.00015487864033116836,0.07396722933842241,0.925875462819331,6.770549313404021e-61,2.1402276130584617e-163,1.970914003125786e-21
1.7668397923297712,0.8792557569227237,1.8669612270656015,0.5238834450208382,-0.1097055422710432,-0.0640933745249435,3500.0,22.0,14.7,34.0,972.0,12.0,766.0,21000.0,4.5,0.7,0.8,6.8,5.7,1263.0,POND,8,0.0,0.0,0.0,3.1575765211804736e-59,1.5350574184503881e-156,3.0581446096089718e-61,1.6500330359567047e-14,2.9080152749814354e-22,0.9948022330321274,0.0031652999502451047,2.051186020360409e-33,0.0,0.0,0.0020324670176101014
0.1636788327112764,1.658229553019534,1.9503335691421932,0.6019333028710371,-1.764091139121997,-0.6205945844171006,2100.0,20.0,18.1,35.0,235.0,15.0,300.0,29000.0,2.2,3.5,0.5,6.1,1.9,2207.0,POND,9,6.57252822959037e-243,1.0155274805943454e-296,0.0,1.2232930819020321e-32,3.741991474570278e-85,5.718419025818516e-42,2.8640131095264973e-09,8.859277152628434e-21,0.10562049186167677,0.8943794825828921,1.8566394600939256e-10,0.0,0.0,2.2505754563631827e-08
-1.0218002650002642,1.8591044419351592,0.8654849026669265,-0.1527428076247478,-2.2458268121645166,-0.8308872748076574,1500.0,18.0,3.2,31.0,38.0,13.0,360.0,15000.0,2.0,5.0,0.1,5.800000000000001,2.5,2208.0,POND,9,3.0837222836318042e-145,3.3292357106248827e-139,0.0,4.6764793659407114e-21,2.586914241643418e-37,2.0779907802048734e-22,1.661477161417922e-05,1.646403593688584e-16,0.003132136760016081,0.9892590133580365,0.007592235110333554,1.6796240878085714e-167,0.0,8.925232861174989e-17
-0.6810795636694776,2.2373446390515883,0.7582772037079869,0.3022719506875672,-2.220076258428613,-0.6174856992635337,2800.0,20.0,4.1,32.0,38.0,12.0,360.0,21000.0,1.9,5.2,0.1,5.800000000000001,1.7,2209.0,POND,9,7.963564113487692e-222,5.7043131188486006e-241,0.0,1.1037082681523201e-30,7.219405302872756e-62,3.0883884660392505e-36,1.4362206602781282e-09,2.162723464347205e-11,0.004508806910975212,0.995481600651996,9.590892647021881e-06,6.641971925077065e-273,0.0,8.653331470556022e-11
-1.5216152822743114,1.099719125751678,0.4934317025418206,0.7573471358215805,-0.8580073260622028,-0.1838272291096117,1500.0,21.0,4.8,32.0,81.0,11.0,300.0,4400.0,1.1,5.1,0.1,6.7,1.9,2210.0,POND,10,2.3313182485500306e-66,5.921077879438164e-55,0.0,6.247237937178607e-07,7.601040750044049e-14,3.3180261457747465e-09,4.3249669216051856e-05,7.171955927594688e-10,0.00018595143200700337,0.05178339127834437,0.9479867788613415,2.5761530818001596e-64,1.295687587365661e-142,1.529582788874705e-22
-0.7115350615090328,0.1365919406095723,-0.0217448903704857,0.1206922431873684,0.3049592546257871,0.4388294579087157,720.0,22.0,12.7,30.0,264.0,8.0,300.0,4400.0,3.8,7.2,0.9,7.1,3.4,2211.0,POND,10,4.7421676977938514e-63,7.498790032521224e-67,0.0,1.8875946668663903e-06,1.659071297670902e-16,1.339719754005725e-05,4.9843075442002834e-05,8.629416138071971e-11,0.06806638566772215,0.09597480690094527,0.8358936794773892,9.451836014752776e-73,0.0,2.0027188674633472e-22
-1.5012081164527642,1.2091607439193213,0.1577572461364129,0.1346457292271803,-0.1531683691245132,-0.096954064029575,2000.0,20.0,6.2,30.0,92.0,10.0,360.0,3600.0,2.8,7.4,0.2,6.8,1.2,2212.0,POND,10,2.6275128419398875e-93,1.5980833537347614e-89,0.0,4.821646817791659e-07,3.608460933592926e-20,1.1783654749646089e-10,0.000637563468174106,5.224292906271057e-10,0.0009873970167899847,0.21294929697659135,0.7854252597334969,1.5309797712502136e-98,3.843204272871487e-217,2.965195400229385e-21
-0.8237187692914826,0.106699305712495,0.7587810779274806,0.0383338639930349,0.7353633217917391,-0.100373797761131,910.0,20.0,18.8,31.0,246.0,11.0,300.0,1500.0,4.5,7.0,0.7,7.2,2.1,2213.0,POND,9,2.0071748323204584e-56,2.2491711316477756e-58,0.0,2.8158694768444254e-09,3.398801502406308e-16,5.043081721015361e-05,0.08059567658047348,1.7516592949121803e-15,0.10523688292778623,0.8141110789031882,5.9279554707506654e-06,1.7080232885282064e-71,0.0,7.302025080992086e-26
-0.1131227647146441,0.7926502342249901,2.121339323160845,1.7690162646585863,-1.7246295310522433,-1.3013214100502573,2000.0,23.0,18.9,38.0,44.0,15.0,300.0,4400.0,3.3,2.6,0.2,6.1,1.3,2214.0,POND,9,3.762003557864282e-70,1.1401619357482145e-72,0.0,9.389043178109279e-43,7.394371867206976e-27,2.634257753098893e-15,1.93288379296904e-05,3.188825748490618e-20,0.025138914403562043,0.9748417565879922,1.70514258580587e-10,3.5554836575701887e-103,1.9244611482576734e-210,2.163893357366867e-17
0.2076438552465972,1.752004799968898,0.93603947929791,1.0369899011060093,-2.533666575357042,-0.4416093828058774,2100.0,23.0,4.8,34.0,79.0,11.0,300.0,29000.0,1.2,1.2,0.5,5.9,1.7,2215.0,POND,9,2.3629140819143218e-219,3.7471834539338496e-252,0.0,7.575320982700736e-26,3.260176974673744e-71,4.8886623735523326e-39,5.992881034511254e-11,2.189531443000417e-07,0.032405392651087446,0.9675941910620112,1.5309091894541577e-07,3.015655153167209e-290,0.0,4.41829084885659e-08
-0.8279373234661958,0.0390881277609921,0.4217337416813914,0.7622067349654147,1.1943340253206407,0.8284201101353005,1500.0,23.0,15.5,32.0,220.0,9.0,300.0,4400.0,3.0,6.4,0.8,7.7,2.9,2216.0,POND,9,5.901118171070698e-74,1.6763169574127496e-85,0.0,8.240927702694611e-11,1.8962117909674044e-20,1.6017255205284743e-06,0.00012000203171749607,2.992675265709769e-10,0.2656746738256851,0.6603671811127099,0.07383654092269004,1.4153850201189629e-86,0.0,6.7135017534283055e-22
1.2062337200858488,2.389390474326192,1.3821202838937905,-0.7230891178863148,-0.5769253874735073,1.4914683949433891,10678.0,19.0,6.2,31.0,417.0,12.0,700.0,31301.25,2.8,3.7,1.6,6.7,3.0,2217.0,POND,8,0.0,0.0,0.0,4.595768853333682e-74,3.7842079590607593e-281,1.1102819795701141e-125,1.3719376729687833e-28,3.182560672171575e-29,0.8934186771616667,0.0001669323791865253,2.0325771890770967e-35,0.0,0.0,0.10641439045914733
0.1720664623264139,-0.0872311603001146,0.6362171039867273,-0.234608260514691,-2.188496188369019,0.3209734320010761,2000.0,21.0,7.2,31.0,313.0,10.0,300.0,3600.0,2.4,4.5,0.7,6.2,14.855000000000002,2218.0,POND,8,5.787547056295656e-65,2.4752036110114025e-70,0.0,8.756824415945099e-34,1.0548685752942463e-26,1.0851847183460988e-06,1.7199715669964269e-13,2.91315239976899e-34,0.9999791589027036,1.9054502705979066e-07,1.95653673792253e-05,2.7816389047724833e-78,0.0,7.3426095399784015e-19
0.4981932438182616,0.6855694625881945,1.442019186080769,0.7341609427725246,-0.7006695630886415,-0.5440445051803801,1500.0,22.0,14.2,34.0,237.0,12.0,300.0,21000.0,4.2,1.9,0.7,6.6,1.8,2219.0,POND,9,1.0444051020692011e-146,7.653839395136094e-190,0.0,5.299270561903144e-30,2.3880847805398264e-58,2.097310967579784e-23,3.746742918796495e-06,3.4152145744822506e-15,0.39690472084997097,0.6030915323899367,7.213881961725015e-13,7.889823669889687e-230,0.0,1.6448844823806724e-11
-0.978988737227954,0.7944154732308276,0.7919347693321455,0.8055915765727453,-2.7694269501978495,-0.1338578629633748,730.0,22.0,2.9,34.0,48.0,12.0,300.0,2700.0,1.6,5.2,0.7,5.800000000000001,4.5,2220.0,POND,9,1.433989307703262e-50,5.054794069262756e-33,0.0,6.144178918466958e-12,1.7885140984711535e-12,1.9519097495173334e-06,2.4874197211173677e-05,8.753131369648206e-11,0.1394024849606727,0.750141569956038,0.11042911888086451,2.2434393715967087e-43,0.0,1.572468812950177e-20
-0.7371621354803967,1.1298101194887846,1.1051572343929656,1.3932543412837513,-0.8273779125825358,-0.018575459883827,2700.0,23.0,4.8,35.0,176.0,12.0,300.0,12000.0,2.2,3.9,0.3,6.7,1.4,2221.0,POND,9,3.4576715362299537e-118,1.354549829932605e-130,0.0,6.475305625017749e-13,1.4381916188131315e-34,4.6195781252523975e-18,1.0044147609091419e-06,4.4594016897400197e-10,0.007827921465465548,0.9571498562487186,0.03502121742444998,3.2562917151076716e-146,0.0,1.639026146026282e-14
-1.279294781873238,1.1238483134234292,1.1371675465030446,1.6766414117757191,-2.089898989418151,-0.6375615837827522,730.0,23.0,7.6,36.0,28.0,13.0,300.0,2400.0,1.0,4.5,0.1,6.1,1.4,2222.0,POND,10,3.691022387088436e-49,7.783355866944483e-32,0.0,5.364901360116259e-16,8.192170761974844e-11,2.6171709722562326e-10,2.570177211394919e-06,8.56748091711268e-11,0.00035080436784731817,0.4280370797189175,0.5716095453067095,6.480636284675694e-46,2.170790224123068e-275,6.0305197452294795e-22
-0.752396346427891,0.7176083559464207,1.2574300575462556,0.9084072696459552,-1.7985003990004416,0.5565550278677083,3500.0,22.0,6.1,35.0,58.0,13.0,300.0,4400.0,1.4,4.7,1.0,6.4,4.1,2223.0,POND,10,7.098711465534845e-94,1.4620314492952257e-96,0.0,1.765069028892616e-19,8.16422447138992e-28,3.844144999555221e-12,2.9789054253034605e-07,3.45522001975805e-17,0.3227800646723969,0.03636219358673132,0.6408574438464832,7.400202288470724e-103,0.0,1.8304097838069904e-15
-0.5901811738783512,0.822127045015882,1.4134953760805915,1.2663402936210646,-1.316613829960476,0.8136724717837162,2000.0,23.0,7.9,36.0,94.0,13.0,300.0,15000.0,1.1,4.6,0.8,6.7,5.1,2224.0,POND,8,3.99319759588213e-130,1.558670375950277e-150,0.0,2.6483717481987466e-24,3.4569222011188e-40,7.280432572941942e-18,4.701914369042894e-08,2.6185741330781847e-16,0.6091625778141165,0.14475841375745954,0.24607896140390728,1.1515826850065718e-154,0.0,5.372192079968698e-12
-0.057963400359983,1.7745900488154156,-0.7754138868104705,-0.1692255267772499,-0.2692533430637839,-0.2556776037442653,1500.0,22.0,8.1,27.0,136.0,5.0,300.0,31301.25,2.8,4.7,0.2,6.7,1.4,2225.0,POND,9,4.817341133477911e-246,5.321156596957571e-304,5.253783925453124e-103,1.1373167089665422e-18,9.185400106538256e-75,3.357581344925093e-35,1.2762962246643e-08,0.005185654153485428,0.01569717376707458,0.9791169688612835,1.7252368327549276e-07,0.0,0.0,1.793151024627088e-08
-1.2000987616312608,2.159079750798098,1.36186094576923,-0.1061917269821119,-1.7221885674071882,-0.5286016765340729,2000.0,17.0,4.2,32.0,42.0,15.0,300.0,24000.0,1.7,5.3,0.1,6.1,1.1,2226.0,POND,9,4.811607510458087e-206,4.462839361833794e-222,0.0,5.0029493750415045e-31,3.762220918065291e-55,2.1519019156143653e-31,1.911623246869552e-07,2.112104740534272e-22,0.00449879933591422,0.9951515535651204,0.0003494559366214192,1.0436067948338689e-247,0.0,1.8719621230762474e-14
-1.5470063770899898,1.1348476403823584,1.401171499275403,-0.0111314378780945,-0.9794525975050468,-0.2858230090571638,1100.0,17.0,4.8,32.0,206.0,15.0,360.0,7500.0,1.5,4.7,0.3,6.6,2.1,2227.0,POND,10,5.163680827594627e-87,1.4455431663271264e-78,0.0,1.027805236390933e-09,5.463689313489862e-21,7.460331440631346e-12,0.003342075699652634,2.0209202994807259e-23,0.001624563654966211,0.08849713672181822,0.906536222888297,2.3260024847718156e-92,0.0,1.1925471150344192e-23
-0.7771265658972333,1.8210227640939871,-0.0651025936697923,-0.0673543896344473,-1.4235296436155227,-0.4429262306469434,1100.0,20.0,3.0,29.0,395.0,9.0,360.0,21000.0,1.6,5.3,0.1,6.2,2.3,2228.0,POND,9,1.363791946822902e-170,7.707777229151594e-182,0.0,1.0751090251664437e-16,1.9883996905838566e-44,3.1989647108589833e-24,1.9752494087908334e-06,7.490325404006771e-07,0.004577835186657414,0.9914360631942462,0.003983377336726699,7.045910845137075e-205,0.0,4.1980553288286766e-13
-1.0528490636832313,0.3422042590541861,0.2680439192741798,0.1966497036635134,-1.5052507068803649,0.1162942895354093,360.0,21.0,3.0,31.0,77.0,10.0,300.0,1500.0,2.2,4.5,1.1,6.4,1.8,3772.0,POND,10,6.1813542907445556e-37,1.709560310035859e-25,0.0,4.294435443278837e-07,9.943948487930543e-09,0.0012169649450986903,1.5085702367052421e-05,2.772811888563349e-13,0.014492267175069035,0.013734957020661466,0.9705402857690338,1.2430531308581617e-31,0.0,5.155403578770006e-25
0.5196100919165076,1.2355347644827104,0.2111042266801796,0.5828475855021596,-0.4160551548346727,0.5399253189023495,3600.0,24.0,6.6,31.5,321.0,7.5,300.0,29000.0,3.4,4.0,0.8,6.8,3.1,3809.0,POND,8,1.9598582848890216e-270,0.0,0.0,1.9385161511464543e-19,4.157549175777202e-93,1.665089278435418e-40,9.809591816402117e-12,2.0159353159984345e-07,0.6645286266468959,0.3354464491612467,7.62739549624821e-09,0.0,0.0,2.4714961121123648e-05
-1.0081278668817646,0.620196762395088,-0.4377764531989295,-0.2956272095703657,0.3216878210577419,-0.3352342155537209,1400.0,20.0,4.1,27.0,165.0,7.0,360.0,2800.0,3.0,4.0,0.3,7.1,1.6,3806.0,POND,9,7.1573697957266e-63,3.875965329689266e-58,4.735430832362432e-187,0.14799688780769535,4.372021963190062e-14,1.0580079789155643e-05,0.04252553803752036,1.0965994851278456e-07,0.003979898067041471,0.7942040009902838,0.011282985357677551,2.3259638905063854e-71,2.786405171084802e-187,1.3209716903037893e-24
-1.6932626038547909,1.3105862298511586,0.7042375252129619,0.0283822609953961,-2.20997922756985,-0.9571802823959384,620.0,18.0,3.0,31.0,36.0,13.0,300.0,2000.0,1.4,5.2,0.1,5.9,1.8,1532.0,TANK,10,5.317308354861727e-49,2.0713112909303334e-25,0.0,4.1727094980688374e-12,7.443474508392278e-09,8.537204883137188e-08,0.008982667445224317,3.7783052512780826e-16,0.0006253032861949251,0.41633572108961336,0.5740562153592715,3.0163522328817547e-40,4.623217039852813e-221,1.0321742925442927e-26
-0.0891868592437847,3.58183915880156,1.4093685464127588,0.1876374742174216,0.7822931739912952,0.8908790680417552,10678.0,19.0,2.8,32.0,325.0,13.0,766.0,31301.25,2.1,5.4,0.0,7.2,0.0,2557.0,LAKE,9,0.0,0.0,0.0,1.862424006410899e-120,1.7391923527539148e-283,8.900661777424297e-138,1.2762943421064446e-32,8.087180732124664e-21,0.009010987317972395,0.9909552812758472,7.074551855638954e-40,0.0,0.0,3.3731406179959634e-05
-0.2442441291268975,3.242543089182587,2.077024884045775,0.4317140607116538,0.5511725487255812,0.6197860855729773,10678.0,18.0,2.8,34.0,1190.0,16.0,766.0,24000.0,2.1,6.2,0.0,7.0,0.0,2571.0,LAKE,9,0.0,0.0,0.0,1.03255615290933e-98,2.434829131589945e-240,2.293141814427744e-116,1.1705582948499764e-27,1.1047780842015405e-28,0.012172623359591688,0.9878184876979156,4.441320597629076e-34,0.0,0.0,8.888942492048395e-06
